"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Caixa)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Superordem","Ordem","Subordem","Superfamília","Família","Subfamília","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de Remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00103","x","x","PBQ-46","x","x","Ungulata","Ungulata","x","Animalia","Chordata","Vertebrata","Mammalia","Ungulata","x","x","x","x","x","x","x","x","x","superordem","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2014","x","x","X.2014","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","úmero direito","em coleção","x","x","Oliveira 2013","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00103","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00104","x","x","PBQ-49","x","x","Ungulata","Ungulata","x","Animalia","Chordata","Vertebrata","Mammalia","Ungulata","x","x","x","x","x","x","x","x","x","superordem","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2014","x","x","X.2014","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","tíbia","em coleção","x","x","Oliveira 2013","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00104","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00105","x","x","PBQ-51","x","x","Megatherioidea","Megatherioidea","x","Animalia","Chordata","Vertebrata","Mammalia","Xenarthra","Pilosa","Folivora","Megatherioidea","x","x","x","x","x","x","superfamília","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2014","x","x","X.2014","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","costela completa","em coleção","x","x","Oliveira 2013","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00105","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00106","x","x","PBQ-44","x","x","Eremotherium laurillardi (Lund, 1842)","Eremotherium laurillardi","(Lund, 1842)","Animalia","Chordata","Vertebrata","Mammalia","Xenarthra","Pilosa","Folivora","Megatherioidea","Megatheriidae","Megatheriinae","Eremotherium","x","laurillardi","x","espécie","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2014","x","x","X.2014","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","calcâneo","em coleção","x","x","Oliveira 2013","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00106","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00107","x","x","PRM-01","x","x","Homo sapiens Linnaeus, 1758","Homo sapiens","Linnaeus, 1758","Animalia","Chordata","Vertebrata","Mammalia","Euarchontoglires","Primates","Haplorrhini","Hominoidea","Hominidae","Homininae","Homo","x","sapiens","x","espécie","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","MESSIAS, M.","x","x","x","x","2014","x","x","2014","dragagem","x","material carreado pelo rio Miranda","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Miranda","x","Rio Miranda, Ponte da rodovia MS-339","20°14'26.69""S","56°23'59.26""W","-20.240747","-56.399794",3,"WGS84","x","nulo","nulo","rio","nulo","nulo","x","fóssil",1,"x","x","x","x","nativo","x","epífise distal de fêmur","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00107","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00108","x","x","PBO-04","x","x","Scelidotheriinae","Scelidotheriinae","x","Animalia","Chordata","Vertebrata","Mammalia","Xenarthra","Pilosa","Folivora","Mylodontoidea","Mylodontidae","Scelidotheriinae","x","x","x","x","subfamília","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","OLIVEIRA, A.M.","x","x","x","x","2014","x","x","2014","escavação (10 cm)","x","material depositado em gruta seca","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Fazenda Lagoa Encantada, Gruta Forever","20°50'39.00""S","56°37'33.00""W","-20.240747","-56.399794",3,"WGS84","x","nulo","nulo","x","nulo","nulo","x","remoção de sedimentos com água e microretifica","verificar","x","x","x","x","nativo","x","ulna","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00108","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00109","x","x","PBO-15","x","x","Scelidotheriinae","Scelidotheriinae","x","Animalia","Chordata","Vertebrata","Mammalia","Xenarthra","Pilosa","Folivora","Mylodontoidea","Mylodontidae","Scelidotheriinae","x","x","x","x","subfamília","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","OLIVEIRA, A.M.","x","x","x","x","2014","x","x","2014","direta","x","material depositado em gruta seca","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Fazenda Lagoa Encantada, Gruta Forever","20°50'39.00""S","56°37'33.00""W","-20.240747","-56.399794",3,"WGS84","x","nulo","nulo","x","nulo","nulo","x","remoção de sedimentos com água e microretifica","verificar","x","x","x","x","nativo","x","fragmento de crânio ","em coleção","x","x","Oliveira et al. 2017","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00109","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00110","x","x","PBO-13","x","x","Mammalia","Mammalia","x","Animalia","Chordata","Vertebrata","Mammalia","x","x","x","x","x","x","x","x","x","x","classe","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","OLIVEIRA, A.M.","x","x","x","x","2014","x","x","2014","direta","x","material depositado em gruta seca","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Fazenda Lagoa Encantada, Gruta Forever","20°50'39.00""S","56°37'33.00""W","-20.240747","-56.399794",3,"WGS84","x","nulo","nulo","x","nulo","nulo","x","remoção de sedimentos com água e microretifica","verificar","x","x","x","x","nativo","x","úmero","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00110","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00111","x","x","PBO-11","x","x","Mammalia","Mammalia","x","Animalia","Chordata","Vertebrata","Mammalia","x","x","x","x","x","x","x","x","x","x","classe","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","OLIVEIRA, A.M.","x","x","x","x","2014","x","x","2014","direta","x","material depositado em gruta seca","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Fazenda Lagoa Encantada, Gruta Forever","20°50'39.00""S","56°37'33.00""W","-20.240747","-56.399794",3,"WGS84","x","nulo","nulo","x","nulo","nulo","x","remoção de sedimentos com água e microretifica","verificar","x","x","x","x","nativo","x","costelas","em coleção","x","x","Oliveira 2013","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00111","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00112","x","x","PBO-08","x","x","Scelidotheriinae","Scelidotheriinae","x","Animalia","Chordata","Vertebrata","Mammalia","Xenarthra","Pilosa","Folivora","Mylodontoidea","Mylodontidae","Scelidotheriinae","x","x","x","x","subfamília","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","OLIVEIRA, A.M.","x","x","x","x","2014","x","x","2014","direta","x","material depositado em gruta seca","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Fazenda Lagoa Encantada, Gruta Forever","20°50'39.00""S","56°37'33.00""W","-20.240747","-56.399794",3,"WGS84","x","nulo","nulo","x","nulo","nulo","x","remoção de sedimentos com água e microretifica","verificar","x","x","x","x","nativo","x","falange","em coleção","x","x","Oliveira 2013","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00112","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00113","x","x","PBO-09","x","x","Scelidotheriinae","Scelidotheriinae","x","Animalia","Chordata","Vertebrata","Mammalia","Xenarthra","Pilosa","Folivora","Mylodontoidea","Mylodontidae","Scelidotheriinae","x","x","x","x","subfamília","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","OLIVEIRA, A.M.","x","x","x","x","2014","x","x","2014","direta","x","material depositado em gruta seca","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Fazenda Lagoa Encantada, Gruta Forever","20°50'39.00""S","56°37'33.00""W","-20.240747","-56.399794",3,"WGS84","x","nulo","nulo","x","nulo","nulo","x","remoção de sedimentos com água e microretifica","verificar","x","x","x","x","nativo","x","fragmento de mandíbula","em coleção","x","x","Oliveira 2013","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00113","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00114","x","x","PBO-07","x","x","Scelidotheriinae","Scelidotheriinae","x","Animalia","Chordata","Vertebrata","Mammalia","Xenarthra","Pilosa","Folivora","Mylodontoidea","Mylodontidae","Scelidotheriinae","x","x","x","x","subfamília","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","OLIVEIRA, A.M.","x","x","x","x","2014","x","x","2014","direta","x","material depositado em gruta seca","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Fazenda Lagoa Encantada, Gruta Forever","20°50'39.00""S","56°37'33.00""W","-20.240747","-56.399794",3,"WGS84","x","nulo","nulo","x","nulo","nulo","x","fóssil; remoção de sedimentos com água e microretifica","verificar","x","x","x","x","nativo","x","Falange ungueal","em coleção","x","x","Oliveira 2013","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00114","x"
