"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta/Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Subtribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","coleção úmida","organizar","CEUFMS 06236","nenhum","nenhum","Muscidae Latreille, 1802","Muscidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Muscidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","GODOI, M. N.","x","x","13","04","2012","x","2012-04-13","13.IV.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","coleção úmida","organizar","CEUFMS 06237","nenhum","nenhum","Tephritidae Newman, 1834","Tephritidae","Newman, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Tephritidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","GODOI, M. N.","x","x","19","04","2012","x","2012-04-19","19.IV.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","coleção úmida","organizar","CEUFMS 06238","nenhum","nenhum","Stratiomyidae Latreille, 1802","Stratiomyidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Stratiomyidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","GODOI, M. N.","x","x","20","04","2012","x","2012-04-20","20.IV.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","coleção úmida","organizar","CEUFMS 06239","nenhum","nenhum","Sciaridae Billberg, 1820","Sciaridae","Billberg, 1820","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Nematocera","Sciaridae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","GODOI, M. N.","x","x","29","05","2012","x","2012-05-29","29.V.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","coleção úmida","organizar","CEUFMS 06240","nenhum","nenhum","Mycetophilidae Newman, 1834","Mycetophilidae","Newman, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Nematocera","Mycetophilidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","GODOI, M. N.","x","x","05","09","2011","x","2011-09-05","05.IX.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","caixa sala Gustavo Graciolli - duplicado","CEUFMS 09869","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","17","03","2009","x","2009-03-17","17.III.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","caixa sala Gustavo Graciolli ","CEUFMS 09876","nenhum","nenhum","Sarcophagidae Macquart, 1834","Sarcophagidae","Macquart, 1834","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Sarcophagidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","19","03","2009","x","2009-03-19","19.III.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","caixa rato 05","CEUFMS 10903","nenhum","nenhum","Diptera Linnaeus, 1758","Diptera","Linnaeus, 1758","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","x","x","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","08","04","2011","x","2011-04-08","08.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","caixa rato 05","CEUFMS 10968","nenhum","nenhum","Diptera Linnaeus, 1758","Diptera","Linnaeus, 1758","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","x","x","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","09","04","2011","x","2011-04-09","09.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","caixa rato 05","CEUFMS 10978","nenhum","nenhum","Diptera Linnaeus, 1758","Diptera","Linnaeus, 1758","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","x","x","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","10","04","2011","x","2011-04-10","10.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","caixa rato 05","CEUFMS 11001","nenhum","nenhum","Diptera Linnaeus, 1758","Diptera","Linnaeus, 1758","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","x","x","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","11","04","2011","x","2011-04-11","11.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","caixa rato 05","CEUFMS 11005","nenhum","nenhum","Diptera Linnaeus, 1758","Diptera","Linnaeus, 1758","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","x","x","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","11","04","2011","x","2011-04-11","11.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","caixa rato 05","CEUFMS 11014","nenhum","nenhum","Diptera Linnaeus, 1758","Diptera","Linnaeus, 1758","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","x","x","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","12","04","2011","x","2011-04-12","12.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","caixa rato 05","CEUFMS 11015","nenhum","nenhum","Diptera Linnaeus, 1758","Diptera","Linnaeus, 1758","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","x","x","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","12","04","2011","x","2011-04-12","12.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","GAV 070","CEUFMS 11050","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","13","04","2011","x","2011-04-13","13.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","GAV 070","CEUFMS 11064","nenhum","nenhum","Brachycera Schiner, 1862","Brachycera","Schiner, 1862","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","x","x","x","x","x","x","x","x","subordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","14","04","2011","x","2011-04-14","14.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","caixa rato 05","CEUFMS 11099","nenhum","nenhum","Diptera Linnaeus, 1758","Diptera","Linnaeus, 1758","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","x","x","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","15","04","2011","x","2011-04-15","15.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","caixa rato 05","CEUFMS 11124","nenhum","nenhum","Diptera Linnaeus, 1758","Diptera","Linnaeus, 1758","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","x","x","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","17","04","2011","x","2011-04-17","17.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","caixa rato 05","CEUFMS 11127","nenhum","nenhum","Diptera Linnaeus, 1758","Diptera","Linnaeus, 1758","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","x","x","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","17","04","2011","x","2011-04-17","17.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","caixa rato 05","CEUFMS 11135","nenhum","nenhum","Diptera Linnaeus, 1758","Diptera","Linnaeus, 1758","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","x","x","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","17","04","2011","x","2011-04-17","17.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","caixa rato 05","CEUFMS 11136","nenhum","nenhum","Diptera Linnaeus, 1758","Diptera","Linnaeus, 1758","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","x","x","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","17","04","2011","x","2011-04-17","17.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","caixa rato 05","CEUFMS 11144","nenhum","nenhum","Diptera Linnaeus, 1758","Diptera","Linnaeus, 1758","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","x","x","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","17","04","2011","x","2011-04-17","17.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2016-01-02","ocultar; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP...","organizar","caixa rato 05","CEUFMS 11153","nenhum","nenhum","Diptera Linnaeus, 1758","Diptera","Linnaeus, 1758","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","x","x","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","x","x","voucher","ARRUDA, A. G. L.; PINHAL, R. F.","x","x","17","04","2011","x","2011-04-17","17.IV.2011","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'32.76""S","54°36'54.91""W","-20.509100","-54.615253","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
