"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00021","ARM INV003 ZUFMS ÚMIDA","indeterminados","ZUFMS-ARA 000109","nenhum","nenhum","Araneae Clerck, 1758","Araneae","Clerck, 1758","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","RAIZER, J.","1993-04-23","voucher","RAIZER, J.","x","x","23","04","1993","x","1993-04-23","23.IV.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","lote de animais inteiros (ETOH 70%)",2,"1 fêmea; 1 irreconhecível","não informado","1 adulto; 1 juvenil","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00021","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00022","ARM INV003 ZUFMS ÚMIDA","CHEM","ZUFMS-ARA 000060","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","RAIZER, J.","1993-05-23","voucher","RAIZER, J.","x","x","23","05","1993","x","1993-05-23","23.V.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00022","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00023","ARM INV003 ZUFMS ÚMIDA","organizar","ZUFMS-ARA 000108","nenhum","nenhum","Araneae Clerck, 1758","Araneae","Clerck, 1758","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","RAIZER, J.","1993-04-23","voucher","RAIZER, J.","x","x","23","04","1993","x","1993-04-23","23.IV.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","caixa de empréstimo ao longo do aterro","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00023","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00024","ARM INV003 ZUFMS ÚMIDA","CHEM","ZUFMS-ARA 000097","nenhum","nenhum","Ctenidae Keyserling, 1877","Ctenidae","Keyserling, 1877","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Ctenidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","MARINI, A. C.; RAIZER, J.","1993-04-24","voucher","MARINI, A. C.; RAIZER, J.","x","x","24","04","1993","x","1993-04-24","24.IV.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","mata ciliar ao lado da base de estudos","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00024","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00025","ARM INV003 ZUFMS ÚMIDA","organizar","ZUFMS-ARA 000124","nenhum","nenhum","Araneae Clerck, 1758","Araneae","Clerck, 1758","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","MARCIA","1984-04-18","voucher","MARCIA","x","x","18","04","1984","x","1984-04-18","18.IV.1984","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Bairro Bonanza","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00025","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00026","ARM INV003 ZUFMS ÚMIDA","indeterminados","nenhum","ZUFMS-CHE00156","presa","Araneae Clerck, 1758","Araneae","Clerck, 1758","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","OLIVEIRA, A. F.","2016","voucher","ELIZABETH, J. M.; COSTA","01","x","x","x","1994","x","1994",1994,"não informado","caverna","encontrado no pedipalpo do item relacionado após morto","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta Dona Benedita","20°34'01""S","56°43'25""W","-20.566944","-56.723611","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","MS_91","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00026","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00027","ARM INV003 ZUFMS ÚMIDA","CHEP","ZUFMS-ARA 000076","nenhum","nenhum","Lycosidae Sundevall, 1833","Lycosidae","Sundevall, 1833","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Lycosidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","RAIZER, J.; SOUZA","1993-11-26","voucher","RAIZER, J.; SOUZA","x","x","26","11","1993","x","1993-11-26","26.XI.1993","não informado","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Passo do Lontra; Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","aterro da base de estudos","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Doação de Lívia Medeiros Cordeiro","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00027","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00028","ARM INV003 ZUFMS ÚMIDA","indeterminados","ZUFMS-ARA 000149","nenhum","nenhum","Araneae Clerck, 1758","Araneae","Clerck, 1758","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","BÉDA, A. F.","1983-03-26","voucher","BÉDA, A. F.","x","x","26","03","1983","x","1983-03-26","26.III.1983","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","câmpus universitário","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00028","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00029","ARM INV003 ZUFMS ÚMIDA","CHEAL","ZUFMS-ARA 000170","nenhum","nenhum","Actinosoma pentacanthum (Walckenaer, 1841)","Actinosoma pentacanthum","(Walckenaer, 1841)","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Araneidae","Araneinae","Actinosoma","x","pentacanthum","x","espécie","aceito","x","indeterminado","ICZN","x","LIPARELLI, T.","1983-11-12","voucher","LIPARELLI, T.","x","x","12","11","1983","x","1983-11-12","12.XI.1983","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Doação de Lívia Medeiros Cordeiro","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00029","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00030","ARM INV003 ZUFMS ÚMIDA","organizar","ZUFMS-ARA 000125","nenhum","nenhum","Salticidae Blackwall, 1841","Salticidae","Blackwall, 1841","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Opisthothelae","Salticidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","ARAÚJO, Z. B.","1984-05-20","voucher","ARAÚJO, Z. B.","x","x","20","05","1984","x","1984-05-20","20.V.1984","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Bairro Moreninha I","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"macho","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Dissertação de Mestrado Elisa Mello","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00030","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00031","ARM INV003 ZUFMS ÚMIDA","indeterminados","ZUFMS-ARA 000128","nenhum","nenhum","Araneae Clerck, 1758","Araneae","Clerck, 1758","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","ARAOZ, J.","1984-05-28","voucher","ARAOZ, J.","x","x","28","05","1984","x","1984-05-28","28.V.1984","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Bairro Silvia Regina","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00031","x"
"2018-09-18","dia de coleta não confere etiqueta","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00032","ARM INV003 ZUFMS ÚMIDA","CHEAR","nenhum","nenhum","nenhum","Salticidae Blackwall, 1841","Salticidae","Blackwall, 1841","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Salticidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018","voucher","RINALDI, I. P.","x","x","17","09","1983","x","1983-09-17","17.IX.1983","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Bairro Chácara dos Poderes","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","chácara ao lado do Parque dos Poderes","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00032","x"
"2018-09-18","conferir sexo (o frasco constava como 1M4F, mas tinha apenas 4 exemplares)","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00033","ARM INV003 ZUFMS ÚMIDA","CHEAT","nenhum","nenhum","nenhum","Amaurobiidae Thorell, 1870","Amaurobiidae","Thorell, 1870","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Amaurobiidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018","voucher","RINALDI, I. P.","x","x","17","09","1983","x","1983-09-17","17.IX.1983","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Bairro Chácara dos Poderes","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","chácara ao lado do Parque dos Poderes","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00033","x"
"2018-09-18","conferir sexo (o frasco constava como 1M4F, mas tinha apenas 4 exemplares)","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00034","ARM INV003 ZUFMS ÚMIDA","CHEAR","nenhum","nenhum","nenhum","Salticidae Blackwall, 1841","Salticidae","Blackwall, 1841","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Salticidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018","voucher","RINALDI, I. P.","x","x","17","09","1983","x","1983-09-17","17.IX.1983","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Bairro Chácara dos Poderes","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","chácara ao lado do Parque dos Poderes","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00034","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00035","ARM INV003 ZUFMS ÚMIDA","indeterminados","nenhum","nenhum","nenhum","Araneae Clerck, 1758","Araneae","Clerck, 1758","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","GODOI, M. N.","2012-05-31","voucher","GODOI, M. N.","x","x","31","05","2012","x","2012-05-31","31.V.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00035","x"
"2018-09-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00036","ARM INV003 ZUFMS ÚMIDA","CHEAS","nenhum","nenhum","nenhum","Amaurobiidae Thorell, 1870","Amaurobiidae","Thorell, 1870","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Amaurobiidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018","voucher","GODOI, M. N.","x","x","31","05","2012","x","2012-05-31","31.V.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982.694","-56.516.222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00036","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00037","ARM INV003 ZUFMS ÚMIDA","indeterminados","nenhum","nenhum","nenhum","Araneae Clerck, 1758","Araneae","Clerck, 1758","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","GODOI, M. N.","2012-05-31","voucher","GODOI, M. N.","x","x","31","05","2012","x","2012-05-31","31.V.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00037","x"
"2017-02-08","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00038","ARM INV003 ZUFMS ÚMIDA","indeterminados","nenhum","nenhum","nenhum","Araneae Clerck, 1758","Araneae","Clerck, 1758","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","x","x","x","x","x","x","x","ordem","aceito","x","indeterminado","ICZN","x","GODOI, M. N.","2012-05-30","voucher","GODOI, M. N.","x","x","30","05","2012","x","2012-05-30","30.V.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00038","x"
"2018-09-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-CHE00039","ARM INV003 ZUFMS ÚMIDA","CHEAS","nenhum","nenhum","nenhum","Amaurobiidae Thorell, 1870","Amaurobiidae","Thorell, 1870","Animalia","Arthropoda","Chelicerata","Arachnida","Araneae","Araneomorphae","Amaurobiidae","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","BERNER, J. F.","2018","voucher","GODOI, M. N.","x","x","30","05","2012","x","2012-05-30","30.V.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982.694","-56.516.222","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"não informado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","CTFB, 2021","br:UFMS:ZUFMS:ZUFMS-CHE00039","x"
