"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Subtribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00402","com Renan","x","nenhum","ZUFMS-COL00407","cópula com ZUFMS-COL00407","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0306","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00402","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00403","com Renan","x","nenhum","ZUFMS-COL00406","cópula com ZUFMS-COL00406","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0314","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00403","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00404","com Renan","x","nenhum","nenhum","nenhum","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0308","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00404","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00405","com Renan","x","nenhum","ZUFMS-COL00401","cópula com ZUFMS-COL00401","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0309","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00405","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00406","com Renan","x","nenhum","ZUFMS-COL00403","cópula com ZUFMS-COL00403","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0313","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00406","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00407","com Renan","x","nenhum","ZUFMS-COL00402","cópula com ZUFMS-COL00402","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0307","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00407","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00408","com Renan","x","nenhum","nenhum","nenhum","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0319","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00408","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00409","com Renan","x","nenhum","nenhum","nenhum","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0305","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00409","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00410","com Renan","x","nenhum","nenhum","nenhum","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0312","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00410","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00411","com Renan","x","nenhum","ZUFMS-COL00412","cópula com ZUFMS-COL00412","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0344","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00411","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00412","com Renan","x","nenhum","ZUFMS-COL00411","cópula com ZUFMS-COL00411","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0345","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00412","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00413","com Renan","x","nenhum","nenhum","nenhum","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","SINANI, T. R. F.; SATURNO, G.; MORI, K. Y.","TRF0354","x","12","11","2021","x","2021-11-12","12.XI.2021","encontro ocasional","Cerrado; área urbana","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; próximo a Piscina","20°30'11.5""S","54°36'54.8""W","-20.503180","-54.615233",10,"WGS84","x",539,539,"nenhum","nulo","nulo","borda de mata","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","copulando","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00413","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00414","com Renan","x","nenhum","nenhum","nenhum","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","SINANI, T. R. F.; SATURNO, G.; MORI, K. Y.","TRF0356","x","12","11","2021","x","2021-11-12","12.XI.2021","encontro ocasional","Cerrado; área urbana","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; próximo a Piscina","20°30'11.5""S","54°36'54.8""W","-20.503180","-54.615233",10,"WGS84","x",539,539,"nenhum","nulo","nulo","borda de mata","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","copulando","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00414","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00415","com Renan","x","nenhum","nenhum","nenhum","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","SINANI, T. R. F.; SATURNO, G.; MORI, K. Y.","TRF0355","x","12","11","2021","x","2021-11-12","12.XI.2021","encontro ocasional","Cerrado; área urbana","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; próximo a Piscina","20°30'11.5""S","54°36'54.8""W","-20.503180","-54.615233",10,"WGS84","x",539,539,"nenhum","nulo","nulo","borda de mata","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","copulando","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00415","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00416","com Renan","x","nenhum","nenhum","nenhum","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","MORI, K. Y.","x","x","22","10","2021","x","2021-10-22","22.X.2021","x","Cerrado; área urbana","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Vila Santo Amaro","Vila Palmira","20°26'34.6""S","54°39'08.2""W","-20.442944","-54.652278",10,"WGS84","x",576,576,"nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00416","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00417","com Renan","x","nenhum","nenhum","nenhum","Cerambycidae Latreille, 1802","Cerambycidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","x","x","x","x","x","x","x","família","aceito","x","serra-pau","ICZN","x","SINANI, T. R. F.","2021-11-17","voucher","SINANI, T. R. F.","x","x","15","10","2021","x","2021-10-15","15.X.2021","encontro ocasional","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Piraputanga","residência na beira do Rio Aquidauana","20°28'04.6""S","55°29'02.4""W","-20.467944","-55.484000",10,"WGS84","x",172,172,"nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00417","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00418","com Renan","x","nenhum","nenhum","nenhum","Cerambycidae Latreille, 1802","Cerambycidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","x","x","x","x","x","x","x","família","aceito","x","serra-pau","ICZN","x","SINANI, T. R. F.","2021-11-17","voucher","SINANI, T. R. F.","x","x","15","10","2021","x","2021-10-15","15.X.2021","encontro ocasional","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Piraputanga","residência na beira do Rio Aquidauana","20°28'04.6""S","55°29'02.4""W","-20.467944","-55.484000",10,"WGS84","x",172,172,"nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00418","x"
