"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização no Armário (Gaveta/Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7b","CEUFMS 12510","nenhum","nenhum","Paulinia acuminata (De Geer, 1773)","Paulinia acuminata","(De Geer, 1773)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Acrididae","Pauliniinae","Pauliniini","Paulinia","x","acuminata","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","SINANI, T. R. F.","x","x","09","11","2013","x","2013-11-05/2013-11-09","09.XI.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Porto Murtinho ","x","Fazenda Santa Vergínea","22°01'35""S","57°54'16""W","-22.02647","-57.90446","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","rever coordenadas","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7b","CEUFMS 12511","nenhum","nenhum","Paulinia acuminata (De Geer, 1773)","Paulinia acuminata","(De Geer, 1773)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Acrididae","Pauliniinae","Pauliniini","Paulinia","x","acuminata","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","SINANI, T. R. F.","x","x","09","11","2013","x","2013-11-05/2013-11-09","09.XI.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Porto Murtinho ","x","Fazenda Santa Vergínea","22°01'35""S","57°54'16""W","-22.02647","-57.90446","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","rever coordenadas","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7b","CEUFMS 12512","nenhum","nenhum","Paulinia acuminata (De Geer, 1773)","Paulinia acuminata","(De Geer, 1773)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Acrididae","Pauliniinae","Pauliniini","Paulinia","x","acuminata","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","SINANI, T. R. F.","x","x","09","11","2013","x","2013-11-05/2013-11-09","09.XI.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Porto Murtinho ","x","Fazenda Santa Vergínea","22°01'35""S","57°54'16""W","-22.02647","-57.90446","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","rever coordenadas","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7b","CEUFMS 12513","nenhum","nenhum","Paulinia acuminata (De Geer, 1773)","Paulinia acuminata","(De Geer, 1773)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Acrididae","Pauliniinae","Pauliniini","Paulinia","x","acuminata","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","SINANI, T. R. F.","x","x","09","11","2013","x","2013-11-05/2013-11-09","09.XI.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Porto Murtinho ","x","Fazenda Santa Vergínea","22°01'35""S","57°54'16""W","-22.02647","-57.90446","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","rever coordenadas","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7b","CEUFMS 12514","nenhum","nenhum","Paulinia acuminata (De Geer, 1773)","Paulinia acuminata","(De Geer, 1773)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Acrididae","Pauliniinae","Pauliniini","Paulinia","x","acuminata","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","SINANI, T. R. F.","x","x","09","11","2013","x","2013-11-05/2013-11-09","09.XI.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Porto Murtinho ","x","Fazenda Santa Vergínea","22°01'35""S","57°54'16""W","-22.02647","-57.90446","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","rever coordenadas","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7b","CEUFMS 12515","nenhum","nenhum","Paulinia acuminata (De Geer, 1773)","Paulinia acuminata","(De Geer, 1773)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Acrididae","Pauliniinae","Pauliniini","Paulinia","x","acuminata","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","SINANI, T. R. F.","x","x","09","11","2013","x","2013-11-05/2013-11-09","09.XI.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Porto Murtinho ","x","Fazenda Santa Vergínea","22°01'35""S","57°54'16""W","-22.02647","-57.90446","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","rever coordenadas","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7b","CEUFMS 12516","nenhum","nenhum","Paulinia acuminata (De Geer, 1773)","Paulinia acuminata","(De Geer, 1773)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Acrididae","Pauliniinae","Pauliniini","Paulinia","x","acuminata","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","SINANI, T. R. F.","x","x","09","11","2013","x","2013-11-05/2013-11-09","09.XI.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Porto Murtinho ","x","Fazenda Santa Vergínea","22°01'35""S","57°54'16""W","-22.02647","-57.90446","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","rever coordenadas","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7b","CEUFMS 12517","nenhum","nenhum","Paulinia acuminata (De Geer, 1773)","Paulinia acuminata","(De Geer, 1773)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Acrididae","Pauliniinae","Pauliniini","Paulinia","x","acuminata","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","SINANI, T. R. F.","x","x","09","11","2013","x","2013-11-05/2013-11-09","09.XI.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Porto Murtinho ","x","Fazenda Santa Vergínea","22°01'35""S","57°54'16""W","-22.02647","-57.90446","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","rever coordenadas","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7b","CEUFMS 12518","nenhum","nenhum","Paulinia acuminata (De Geer, 1773)","Paulinia acuminata","(De Geer, 1773)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Acrididae","Pauliniinae","Pauliniini","Paulinia","x","acuminata","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","SINANI, T. R. F.","x","x","09","11","2013","x","2013-11-05/2013-11-09","09.XI.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Porto Murtinho ","x","Fazenda Santa Vergínea","22°01'35""S","57°54'16""W","-22.02647","-57.90446","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","rever coordenadas","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7b","CEUFMS 12519","nenhum","nenhum","Paulinia acuminata (De Geer, 1773)","Paulinia acuminata","(De Geer, 1773)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Acrididae","Pauliniinae","Pauliniini","Paulinia","x","acuminata","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","SINANI, T. R. F.","x","x","09","11","2013","x","2013-11-05/2013-11-09","09.XI.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Porto Murtinho ","x","Fazenda Santa Vergínea","22°01'35""S","57°54'16""W","-22.02647","-57.90446","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","rever coordenadas","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7b","CEUFMS 12520","nenhum","nenhum","Paulinia acuminata (De Geer, 1773)","Paulinia acuminata","(De Geer, 1773)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Acrididae","Pauliniinae","Pauliniini","Paulinia","x","acuminata","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","SINANI, T. R. F.","x","x","09","11","2013","x","2013-11-05/2013-11-09","09.XI.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Porto Murtinho ","x","Fazenda Santa Vergínea","22°01'35""S","57°54'16""W","-22.02647","-57.90446","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","rever coordenadas","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7b","CEUFMS 12521","nenhum","nenhum","Paulinia acuminata (De Geer, 1773)","Paulinia acuminata","(De Geer, 1773)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Acrididae","Pauliniinae","Pauliniini","Paulinia","x","acuminata","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","SINANI, T. R. F.","x","x","09","11","2013","x","2013-11-05/2013-11-09","09.XI.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Porto Murtinho ","x","Fazenda Santa Vergínea","22°01'35""S","57°54'16""W","-22.02647","-57.90446","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","rever coordenadas","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7c","CEUFMS 11213","nenhum","nenhum","Prionolopha serrata (Linnaeus, 1758)","Prionolopha serrata","(Linnaeus, 1758)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Procolpini","Prionolopha","x","serrata","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","OLIVIER, R. S.","x","x","06","03","2013","x","2013-03-06","06.III.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Aquidauana","Camisão","Morro do Paxixi","20°27'01.40""S","55°37'16.40""W","-20.450389","-55.621222","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7a","CEUFMS 12419","nenhum","nenhum","Scapteriscus sp. Scudder, 1868","Scapteriscus","Scudder, 1868","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Gryllotalpidae","Scapteriscinae","Scapteriscini","Scapteriscus","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","OLIVIER, R. S.","2013","voucher","SINANI, T. R. F.","x","x","09","11","2013","x","2013-11-05/2013-11-09","09.XI.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Porto Murtinho ","x","x","22°01'35""S","57°54'16""W","-22.02647","-57.90446","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","rever coordenadas","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7c","CEUFMS 11222","nenhum","nenhum","Staleochlora humilis (Rehn, 1909)","Staleochlora humilis","(Rehn, 1909)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Elaeochlorini","Staleochlora","x","humilis","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","OLIVIER, R. S.","x","x","x","04","2013","x","2013-04","IV.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul ","Campo Grande ","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.95""S","54°37'04.79""W","-20.507486","-54.617997","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7c","CEUFMS 11219","nenhum","nenhum","Tropidacris cristata (Linnaeus, 1758)","Tropidacris cristata","(Linnaeus, 1758)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Tropidacrini","Tropidacris","x","cristata","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","TOLENTINO, N.","x","x","04","02","2013","x","2013-02-04","04.II.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul ","Ribas do Rio Pardo ","x","Santa Fé ","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7c","CEUFMS 11216","nenhum","nenhum","Tropidacris cristata (Linnaeus, 1758)","Tropidacris cristata","(Linnaeus, 1758)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Tropidacrini","Tropidacris","x","cristata","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","FREIRE, B. R.","x","x","20","05","2013","x","2013-05-20","20.V.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Aquidauana","Piraputanga","x","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7c","CEUFMS 12418","x","x","Xyleus sp. Gistel, 1848","Xyleus","Gistel, 1848","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Procolpini","Xyleus","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","OLIVIER, R. S.","2013","voucher","ARANDA, R.","x","x","02","11","2013","x","2013-11-02","02.XI.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Corumbá ","x","x","19°12'06.93""S","57°37'40.32""W","-19.201925","-57.627867","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7c","CEUFMS 11217","x","x","Xyleus sp. Gistel, 1848","Xyleus","Gistel, 1848","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Procolpini","Xyleus","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","OLIVIER, R. S.","2013","voucher","OLIVIER, R. S.","x","x","26","07","2013","x","2013-07-26","26.VII.2013","não informado","Chaco brasileiro","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Porto Murtinho ","x","x","21°41'02""S","57°46'44""W","-21.68397","-57.77885","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7c","CEUFMS 11223","x","x","Xyleus discoideus (Serville, 1831)","Xyleus discoideus","(Serville, 1831)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Procolpini","Xyleus","x","discoideus","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","OLIVIER, R. S.","x","x","07","03","2013","x","2013-03-07","07.III.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul ","Aquidauana","Camisão","Morro do Paxixi","20°16'13""S","55°22'18""W","-20.2704","-55.37164","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","x","nenhuma","Cigliano et al., 2020","x","x"
"2017-09-07","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT...",6,"7c","CEUFMS 11214","x","x","Xyleus discoideus (Serville, 1831)","Xyleus discoideus","(Serville, 1831)","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Caelifera","Romaleidae","Romaleinae","Procolpini","Xyleus","x","discoideus","x","espécie","aceito","x","indeterminado","ICZN","x","OLIVIER, R. S.","2013","voucher","FERRARO, A.","x","x","26","03","2013","x","2013-03-26","26.III.2013","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul ","Campo Grande ","x","Universidade Federal de Mato Grosso do Sul","20°29'58""S","54°36'45""W","-20.499466","-54.612606","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","não informado","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","rever coordenadas","nenhuma","Cigliano et al., 2020","x","x"
