"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção - Armário","Localização no Armário - Frasco","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Subfamília","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-10-18","conferir número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00023","ARMINV 004 ZUFMS ÚMIDA","NEMC; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Physocephalus  sp. Diesing, 1861","Physocephalus","Diesing, 1861","Animalia","Nematoda","Chromadorea","Rhabditida","Spirocercidae","Ascaropsinae","Physocephalus","x","x","x","gênero","aceito","x","x","ICZN","sp3.","CAMPIÃO, K.","x","x","CAMPIÃO, K. et al.",49,"x","03","02","2011","x","2011-02-03","03.II.2011","não informado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Alegria","18°59'00""S","56°39'00""W","-18.983333","-56.650000","nulo","WGS84","x","nulo","nulo","lagoa salina","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",164,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","parasita de Trachycephalus typhonius (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Karla Campião","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00023","x"
"2017-10-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00024","ARMINV 004 ZUFMS ÚMIDA","NEMA; ZUFMS PARASITOS P002","nenhum","ZUFMS-AMP03004","hospedeiro","Aplectana sp. Railliet & Henry, 1916","Aplectana","Railliet & Henry, 1916","Animalia","Nematoda","Chromadorea","Rhabditida","Cosmocercidae","Cosmocercinae","Aplectana","x","x","x","gênero","aceito","x","x","ICZN","sp2.","CAMPIÃO, K.","x","x","CAMPIÃO, K. et al.","x","x","10","12","2012","x","2012-12-10","10.XII.2012","não informado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Alegria","18°59'00""S","56°39'00""W","-18.983333","-56.650000","nulo","WGS84","x","nulo","nulo","lagoa salina","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",3,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","parasita de Physalaemus albonotatus (Amphibia: Leiuperidae)","em coleção","x","x","x","material estudado por Karla Campião","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00024","x"
"2017-10-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00025","ARMINV 004 ZUFMS ÚMIDA","NEMA; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Aplectana cf. hylambatis Baylis, 1927","Aplectana hylambatis","Baylis, 1927","Animalia","Nematoda","Chromadorea","Rhabditida","Cosmocercidae","Cosmocercinae","Aplectana","x","hylambatis","x","espécie","aceito","x","x","ICZN","cf.","CAMPIÃO, K.","x","x","CAMPIÃO, K. et al.",58,"x","03","02","2011","x","2011-02-03","03.II.2011","não informado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Alegria","18°59'00""S","56°39'00""W","-18.983333","-56.650000","nulo","WGS84","x","nulo","nulo","lagoa salina","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",22,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","parasita de Trachycephalus typhonius (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Karla Campião","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00025","x"
"2017-10-18","conferir número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00026","ARMINV 004 ZUFMS ÚMIDA","NEME; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Schrankiana fuscus Baker & Vaucher, 1988","Schrankiana fuscus","Baker & Vaucher, 1988","Animalia","Nematoda","Chromadorea","Rhabditida","Atractidae","Atractinae","Schrankiana","x","fuscus","x","espécie","aceito","x","x","ICZN","x","CAMPIÃO, K.","x","x","CAMPIÃO, K. et al.","KC03","x","18","12","2013","x","2013-12-18","18.XII.2013","não informado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Alegria","18°59'00""S","56°39'00""W","-18.983333","-56.650000","nulo","WGS84","x","nulo","nulo","lagoa salina","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",13,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","parasita de Leptodactylus fuscus (Amphibia: Leptodactylidae)","em coleção","x","x","x","material estudado por Karla Campião","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00026","x"
"2017-10-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00027","ARMINV 004 ZUFMS ÚMIDA","NEMD; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Raillietnema sp. Travassos, 1927","Raillietnema","Travassos, 1927","Animalia","Nematoda","Chromadorea","Rhabditida","Cosmocercidae","Cosmocercinae","Raillietnema","x","x","x","gênero","aceito","x","x","ICZN","sp.","CAMPIÃO, K.","x","x","CAMPIÃO, K. et al.",64,"x","03","02","2011","x","2011-02-03","03.II.2011","não informado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Alegria","18°59'00""S","56°39'00""W","-18.983333","-56.650000","nulo","WGS84","x","nulo","nulo","lagoa salina","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",7,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","parasita de Leptodactylus chaquensis (Amphibia: Leptodactylidae)","em coleção","x","x","x","material estudado por Karla Campião","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00027","x"
"2017-10-18","conferir número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00028","ARMINV 004 ZUFMS ÚMIDA","NEME; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Schrankiana sp. Strand, 1942","Schrankiana","Strand, 1942","Animalia","Nematoda","Chromadorea","Rhabditida","Atractidae","Atractinae","Schrankiana","x","x","x","gênero","aceito","x","x","ICZN","sp.","CAMPIÃO, K.","x","x","CAMPIÃO, K. et al.",32,"x","10","12","2012","x","2012-12-10","10.XII.2012","não informado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Alegria","18°59'00""S","56°39'00""W","-18.983333","-56.650000","nulo","WGS84","x","nulo","nulo","lagoa salina","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",6,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","parasita de Leptodactylus fuscus (Amphibia: Leptodactylidae)","em coleção","x","x","x","material estudado por Karla Campião","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00028","x"
"2017-10-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00029","ARMINV 004 ZUFMS ÚMIDA","NEMO; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Aplectana lopesi Silva, 1954","Aplectana lopesi","Silva, 1954","Animalia","Nematoda","Chromadorea","Rhabditida","Cosmocercidae","Cosmocercinae","Aplectana","x","lopesi","x","espécie","aceito","x","x","ICZN","x","SILVA, I. C. O. ","x","x","SILVA, I. C. O. ","x","x","27","11","2015",08:00:00,"2015-11-27","27.XI.2015","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"lagoa salina","1,5",2,"água corrente","lote de animais inteiros (ETOH 70%)",2,"1 fêmea; 1 macho","não informado","adulto","não informado","selvagem","não informado","parasita de Scinax fuscovarius (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00029","x"
"2017-10-18","colocar etiquetas","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00030","com Francisco Severo Neto","individual","nenhum","nenhum","nenhum","Eustrongylides sp. Jägerskiöld, 1909","Eustrongylides","Jägerskiöld, 1909","Animalia","Nematoda","Enoplea","Dioctophymatida","Dioctophymatidae","Eustrongylinae","Eustrongylides","x","x","x","gênero","aceito","x","x","ICZN","sp.","PAIVA, F.","2015-09-04","x","SEVERO-NETO, F.",46,"x","11","10","2014","x","2014-10-11","11.X.2014","não informado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bodoquena","x","Gruta Cinco de Ouros","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",14,"indeterminado","não informado","juvenil","não informado","selvagem","não informado","parasita de Rhamdia (Teleostei: Heptapteridae)","em coleção","x","x","x","material estudado por Francisco Severo Neto","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00030","x"
"2017-10-18","conferir número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00031","ARMINV 004 ZUFMS ÚMIDA","NEMO; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Aplectana sp. Railliet & Henry, 1916","Aplectana","Railliet & Henry, 1916","Animalia","Nematoda","Chromadorea","Rhabditida","Cosmocercidae","Cosmocercinae","Aplectana","x","x","x","gênero","aceito","x","x","ICZN","sp.","SILVA, I. C. O. ","x","x","SILVA, I. C. O. ","x","x","11","10","2015",08:00:00,"2015-10-11","11.X.2015","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"lagoa salina","1,5",2,"água corrente","animal inteiro (ETOH 70%)",1,"indeterminado","não informado","juvenil","não informado","selvagem","não informado","parasita de Scinax fuscovarius (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00031","x"
"2017-10-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00032","ARMINV 004 ZUFMS ÚMIDA","NEMP; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Cosmocerca brasiliense Travassos, 1925","Cosmocerca brasiliense","Travassos, 1925","Animalia","Nematoda","Chromadorea","Rhabditida","Cosmocercidae","Cosmocercinae","Cosmocerca","x","brasiliense","x","espécie","aceito","x","x","ICZN","x","SILVA, I. C. O. ","x","x","SILVA, I. C. O. ","x","x","27","11","2015",08:00:00,"2015-11-27","27.XI.2015","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"lagoa salina","1,5",2,"água corrente","animal inteiro (ETOH 70%)",1,"macho","não informado","adulto","não informado","selvagem","não informado","parasita de Scinax fuscovarius (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00032","x"
"2017-10-18","conferir número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00033","ARMINV 004 ZUFMS ÚMIDA","NEMP; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Cosmocerca parva Travassos, 1925","Cosmocerca parva","Travassos, 1925","Animalia","Nematoda","Chromadorea","Rhabditida","Cosmocercidae","Cosmocercinae","Cosmocerca","x","parva","x","espécie","aceito","x","x","ICZN","x","SILVA, I. C. O. ","x","x","SILVA, I. C. O. ","x","x","27","11","2015",08:00:00,"2015-11-27","27.XI.2015","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"lagoa salina","1,5",2,"água corrente","lote de animais inteiros (ETOH 70%)",2,"1 fêmea; 1 macho","não informado","adulto","não informado","selvagem","não informado","parasita de Scinax fuscovarius (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00033","x"
"2017-10-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00034","ARMINV 004 ZUFMS ÚMIDA","NEMR; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Oxyascaris caudacutus (Freitas, 1958)","Oxyascaris caudacutus","(Freitas, 1958)","Animalia","Nematoda","Chromadorea","Rhabditida","Cosmocercidae","Cosmocercinae","Oxyascaris","x","caudacutus","x","espécie","aceito","x","x","ICZN","x","SILVA, I. C. O. ","x","x","SILVA, I. C. O. ","x","x","27","11","2015",08:00:00,"2015-11-27","27.XI.2015","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"lagoa salina","1,5",2,"água corrente","lote de animais inteiros (ETOH 70%)",2,"1 fêmea; 1 macho","não informado","adulto","não informado","selvagem","não informado","parasita de Scinax fuscovarius (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00034","x"
"2017-10-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00035","ARMINV 004 ZUFMS ÚMIDA","NEMQ; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Rhabdias cf. elegans Gutierrez, 1945","Rhabdias elegans","Gutierrez, 1945","Animalia","Nematoda","Chromadorea","Rhabditida","Rhabdiasidae","Rhabditinae","Rhabdias ","x","elegans","x","espécie","aceito","x","x","ICZN","cf.","SILVA, I. C. O. ","x","x","SILVA, I. C. O. ","x","x","27","11","2015",08:00:00,"2015-11-27","27.XI.2015","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"lagoa salina","1,5",2,"água corrente","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","parasita de Scinax fuscovarius (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00035","x"
"2017-10-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00036","ARMINV 004 ZUFMS ÚMIDA","NEMQ; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Rhabdias cf. fuelleborni Travassos, 1926","Rhabdias fuelleborni","Travassos, 1926","Animalia","Nematoda","Chromadorea","Rhabditida","Rhabdiasidae","Rhabditinae","Rhabdias ","x","fuelleborni ","x","espécie","aceito","x","x","ICZN","cf.","SILVA, I. C. O. ","x","x","SILVA, I. C. O. ","x","x","27","11","2015",08:00:00,"2015-11-27","27.XI.2015","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"lagoa salina","1,5",2,"água corrente","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","parasita de Scinax fuscovarius (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00036","x"
"2017-10-18","conferir número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00037","ARMINV 004 ZUFMS ÚMIDA","NEMQ; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Rhabdias sp. Stiles & Hassall, 1905","Rhabdias","Stiles & Hassall, 1905","Animalia","Nematoda","Chromadorea","Rhabditida","Rhabdiasidae","Rhabditinae","Rhabdias ","x","x","x","gênero","aceito","x","x","ICZN","sp.","SILVA, I. C. O. ","x","x","SILVA, I. C. O. ","x","x","27","11","2015",08:00:00,"2015-11-27","27.XI.2015","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"lagoa salina","1,5",2,"água corrente","animal inteiro (ETOH 70%)",1,"indeterminado","não informado","juvenil","não informado","selvagem","não informado","parasita de Scinax fuscovarius (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00037","x"
"2017-10-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00038","ARMINV 004 ZUFMS ÚMIDA","NEMAB; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Ascarididae Baird 1853","Ascarididae","Baird 1853","Animalia","Nematoda","Chromadorea","Rhabditida","Ascarididae","x","x","x","x","x","família","aceito","x","x","ICZN","x","SILVA, I. C. O. ","x","x","SILVA, I. C. O. ","x","x","27","11","2015",08:00:00,"2015-11-27","27.XI.2015","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"lagoa salina","1,5",2,"água corrente","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","parasita de Scinax fuscovarius (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00038","x"
"2017-10-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00039","ARMINV 004 ZUFMS ÚMIDA","NEMAA; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Cosmocercidae Travassos, 1925","Cosmocercidae","Travassos, 1925","Animalia","Nematoda","Chromadorea","Rhabditida","Cosmocercidae","x","x","x","x","x","família","aceito","x","x","ICZN","x","SILVA, I. C. O. ","x","x","SILVA, I. C. O. ","x","x","27","11","2015",08:00:00,"2015-11-27","27.XI.2015","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"lagoa salina","1,5",2,"água corrente","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","parasita de Scinax fuscovarius (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00039","x"
"2017-10-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00040","ARMINV 004 ZUFMS ÚMIDA","INDETERMINADOS-Estância Mimosa; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Nematoda Diesing, 1861","Nematoda","Diesing, 1861","Animalia","Nematoda","x","x","x","x","x","x","x","x","filo","aceito","x","x","ICZN","x","SILVA, I. C. O. ","x","x","SILVA, I. C. O. ","x","x","27","11","2015",08:00:00,"2015-11-27","27.XI.2015","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"lagoa salina","1,5",2,"água corrente","animal inteiro (ETOH 70%)",1,"indeterminado","não informado","juvenil","não informado","selvagem","não informado","parasita de Scinax fuscovarius (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00040","x"
"2017-10-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00041","ARMINV 004 ZUFMS ÚMIDA","INDETERMINADOS-Estância Mimosa; ZUFMS PARASITOS P003","nenhum","nenhum","nenhum","Nematoda Diesing, 1861","Nematoda","Diesing, 1861","Animalia","Nematoda","x","x","x","x","x","x","x","x","filo","aceito","x","x","ICZN","x","SILVA, I. C. O. ","x","x","SILVA, I. C. O. ","x","x","27","11","2015",08:00:00,"2015-11-27","27.XI.2015","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"lagoa salina","1,5",2,"água corrente","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","parasita de Scinax fuscovarius (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00041","x"
"2017-10-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00042","ARMINV 004 ZUFMS ÚMIDA","NEMAC; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Philometridae Baylis & Daubney 1926","Philometridae","Baylis & Daubney 1926","Animalia","Nematoda","Chromadorea","Rhabditida","Philometridae","x","x","x","x","x","família","aceito","x","x","ICZN","x","SILVA, I. C. O. ","x","x","SILVA, I. C. O. ","x","x","27","11","2015",08:00:00,"2015-11-27","27.XI.2015","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"lagoa salina","1,5",2,"água corrente","animal inteiro (ETOH 70%)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","parasita de Scinax fuscovarius (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00042","x"
"2017-10-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00043","ARMINV 004 ZUFMS ÚMIDA","INDETERMINADOS-Estância Mimosa; ZUFMS PARASITOS P004","nenhum","nenhum","nenhum","Nematoda Diesing, 1861","Nematoda","Diesing, 1861","Animalia","Nematoda","x","x","x","x","x","x","x","x","filo","aceito","x","x","ICZN","x","SILVA, I. C. O. ","x","x","SILVA, I. C. O. ","x","x","11","02","2016",08:00:00,"2016-02-11","11.II.2016","necropsia","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'49""S","56°30'32""W","-20.980278","-56.508889",10,"WGS84","x",300,443,"lagoa salina","1,5",2,"água corrente","animal inteiro (ETOH 70%)",1,"indeterminado","não informado","juvenil","não informado","selvagem","não informado","parasita de Scinax fuscovarius (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00043","x"
"2017-10-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00044","ARMINV 004 ZUFMS ÚMIDA","NEMAD; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Ascarididae Baird 1853","Ascarididae","Baird 1853","Animalia","Nematoda","Chromadorea","Rhabditida","Ascarididae","x","x","x","x","x","família","aceito","x","x","ICZN","x","SILVA, I. C. O. ","x","x","SILVA, I. C. O. ","x","x","20","01","2012",08:00:00,"2012-01-20","20.I.2012","necropsia","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Alegria","18°59'00""S","56°39'00""W","-18.983333","-56.650000","nulo","WGS84","x",89,106,"lagoa salina","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"indeterminado","não informado","juvenil","não informado","selvagem","não informado","parasita de Pseudis paradoxa (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00044","x"
"2017-10-18","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-NEM00045","ARMINV 004 ZUFMS ÚMIDA","NEMG; ZUFMS PARASITOS P002","nenhum","nenhum","nenhum","Brevimulticaecum sp. Mozgovoi, 1951","Brevimulticaecum","Mozgovoi, 1951","Animalia","Nematoda","Chromadorea","Rhabditida","Heterocheilidae","Heterocheilinae","Brevimulticaecum ","x","x","x","gênero","aceito","x","x","ICZN","sp.","SILVA, I. C. O. ","x","x","SILVA, I. C. O. ","x","x","20","01","2012",08:00:00,"2012-01-20","20.I.2012","necropsia","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","Fazenda Alegria","18°59'00""S","56°39'00""W","-18.983333","-56.650000","nulo","WGS84","x",89,106,"lagoa salina","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"indeterminado","não informado","juvenil","não informado","selvagem","não informado","parasita de Pseudis paradoxa (Amphibia: Hylidae)","em coleção","x","x","x","material estudado por Isabela Caroline Oliveira da Silva","nenhuma","NCBI, 2018","br:UFMS:ZUFMS:ZUFMS-NEM00045","x"
